ENTRADA[700], 0xF320,
ENTRADA[701], 0xEF90,
ENTRADA[702], 0xEC60,
ENTRADA[703], 0xE9B0,
ENTRADA[704], 0xE7B0,
ENTRADA[705], 0xE640,
ENTRADA[706], 0xE5B0,
ENTRADA[707], 0xE5C0,
ENTRADA[708], 0xE6D0,
ENTRADA[709], 0xE870,
ENTRADA[710], 0xEAE0,
ENTRADA[711], 0xEDC0,
ENTRADA[712], 0xF140,
ENTRADA[713], 0xF530,
ENTRADA[714], 0xF960,
ENTRADA[715], 0xFD80,
ENTRADA[716], 0x01C0,
ENTRADA[717], 0x05E0,
ENTRADA[718], 0x09B0,
ENTRADA[719], 0x0CE0,
ENTRADA[720], 0x0FA0,
ENTRADA[721], 0x11A0,
ENTRADA[722], 0x1310,
ENTRADA[723], 0x1390,
ENTRADA[724], 0x1360,
ENTRADA[725], 0x1280,
ENTRADA[726], 0x10C0,
ENTRADA[727], 0x0E80,
ENTRADA[728], 0x0B90,
ENTRADA[729], 0x0810,
ENTRADA[730], 0x0450,
ENTRADA[731], 0x0020,
ENTRADA[732], 0xFBF0,
ENTRADA[733], 0xF7F0,
ENTRADA[734], 0xF3D0,
ENTRADA[735], 0xF030,
ENTRADA[736], 0xECD0,
ENTRADA[737], 0xEA20,
ENTRADA[738], 0xE810,
ENTRADA[739], 0xE670,
ENTRADA[740], 0xE5C0,
ENTRADA[741], 0xE5D0,
ENTRADA[742], 0xE690,
ENTRADA[743], 0xE810,
ENTRADA[744], 0xEA70,
ENTRADA[0], 2032,
ENTRADA[1], 2912,
ENTRADA[2], 3696,
ENTRADA[3], 4320,
ENTRADA[4], 4752,
ENTRADA[5], 4976,
ENTRADA[6], 5008,
ENTRADA[7], 4848,
ENTRADA[8], 4512,
ENTRADA[9], 3984,
ENTRADA[10], 3296,
ENTRADA[11], 2480,
ENTRADA[12], 1552,
ENTRADA[13], 528,
ENTRADA[14], -528,
ENTRADA[15], -1616,
ENTRADA[16], -2656,
ENTRADA[17], -3664,
ENTRADA[18], -4528,
ENTRADA[19], -5312,
ENTRADA[20], -5936,
ENTRADA[21], -6368,
ENTRADA[22], -6672,
ENTRADA[23], -6752,
ENTRADA[24], -6624,
ENTRADA[25], -6304,
ENTRADA[26], -5824,
ENTRADA[27], -5136,
ENTRADA[28], -4336,
ENTRADA[29], -3408,
ENTRADA[30], -2352,
ENTRADA[31], -1296,
ENTRADA[32], -224,
ENTRADA[33], 864,
ENTRADA[34], 1904,
ENTRADA[35], 2800,
ENTRADA[36], 3568,
ENTRADA[37], 4208,
ENTRADA[38], 4688,
ENTRADA[39], 4960,
ENTRADA[40], 5040,
ENTRADA[41], 4912,
ENTRADA[42], 4592,
ENTRADA[43], 4096,
ENTRADA[44], 3424,
ENTRADA[45], 2640,
ENTRADA[46], 1728,
ENTRADA[47], 704,
ENTRADA[48], -352,
ENTRADA[49], -1408,
ENTRADA[50], -2464,
ENTRADA[51], -3488,
ENTRADA[52], -4384,
ENTRADA[53], -5200,
ENTRADA[54], -5840,
ENTRADA[55], -6320,
ENTRADA[56], -6624,
ENTRADA[57], -6752,
ENTRADA[58], -6672,
ENTRADA[59], -6368,
ENTRADA[60], -5904,
ENTRADA[61], -5264,
ENTRADA[62], -4480,
ENTRADA[63], -3568,
ENTRADA[64], -2544,
ENTRADA[65], -1456,
ENTRADA[66], -400,
ENTRADA[67], 688,
ENTRADA[68], 1728,
ENTRADA[69], 2640,
ENTRADA[70], 3440,
ENTRADA[71], 4144,
ENTRADA[72], 4592,
ENTRADA[73], 4928,
ENTRADA[74], 5024,
ENTRADA[75], 4944,
ENTRADA[76], 4656,
ENTRADA[77], 4160,
ENTRADA[78], 3536,
ENTRADA[79], 2752,
ENTRADA[80], 1872,
ENTRADA[81], 880,
ENTRADA[82], -176,
ENTRADA[83], -1264,
ENTRADA[84], -2288,
ENTRADA[85], -3344,
ENTRADA[86], -4256,
ENTRADA[87], -5056,
ENTRADA[88], -5744,
ENTRADA[89], -6256,
ENTRADA[90], -6608,
ENTRADA[91], -6736,
ENTRADA[92], -6688,
ENTRADA[93], -6464,
ENTRADA[94], -6000,
ENTRADA[95], -5376,
ENTRADA[96], -4608,
ENTRADA[97], -3728,
ENTRADA[98], -2720,
ENTRADA[99], -1664,
ENTRADA[100], -560,
ENTRADA[101], 496,
ENTRADA[102], 1568,
ENTRADA[103], 2480,
ENTRADA[104], 3344,
ENTRADA[105], 4032,
ENTRADA[106], 4544,
ENTRADA[107], 4896,
ENTRADA[108], 5008,
ENTRADA[109], 4960,
ENTRADA[110], 4720,
ENTRADA[111], 4272,
ENTRADA[112], 3648,
ENTRADA[113], 2896,
ENTRADA[114], 2032,
ENTRADA[115], 1040,
ENTRADA[116], 0,
ENTRADA[117], -1056,
ENTRADA[118], -2112,
ENTRADA[119], -3168,
ENTRADA[120], -4112,
ENTRADA[121], -4928,
ENTRADA[122], -5648,
ENTRADA[123], -6192,
ENTRADA[124], -6544,
ENTRADA[125], -6704,
ENTRADA[126], -6704,
ENTRADA[127], -6496,
ENTRADA[128], -6112,
ENTRADA[129], -5504,
ENTRADA[130], -4736,
ENTRADA[131], -3872,
ENTRADA[132], -2912,
ENTRADA[133], -1856,
ENTRADA[134], -752,
ENTRADA[135], 336,
ENTRADA[136], 1392,
ENTRADA[137], 2368,
ENTRADA[138], 3200,
ENTRADA[139], 3920,
ENTRADA[140], 4496,
ENTRADA[141], 4848,
ENTRADA[142], 5008,
ENTRADA[143], 4960,
ENTRADA[144], 4768,
ENTRADA[145], 4352,
ENTRADA[146], 3760,
ENTRADA[147], 3040,
ENTRADA[148], 2176,
ENTRADA[149], 1232,
ENTRADA[150], 176,
ENTRADA[151], -880,
ENTRADA[152], -1952,
ENTRADA[153], -3008,
ENTRADA[154], -3952,
ENTRADA[155], -4800,
ENTRADA[156], -5520,
ENTRADA[157], -6112,
ENTRADA[158], -6512,
ENTRADA[159], -6704,
ENTRADA[160], -6736,
ENTRADA[161], -6544,
ENTRADA[162], -6160,
ENTRADA[163], -5616,
ENTRADA[164], -4880,
ENTRADA[165], -4016,
ENTRADA[166], -3088,
ENTRADA[167], -2000,
ENTRADA[168], -928,
ENTRADA[169], 144,
ENTRADA[170], 1232,
ENTRADA[171], 2208,
ENTRADA[172], 3056,
ENTRADA[173], 3792,
ENTRADA[174], 4400,
ENTRADA[175], 4816,
ENTRADA[176], 4976,
ENTRADA[177], 5008,
ENTRADA[178], 4816,
ENTRADA[179], 4448,
ENTRADA[180], 3888,
ENTRADA[181], 3168,
ENTRADA[182], 2336,
ENTRADA[183], 1376,
ENTRADA[184], 336,
ENTRADA[185], -720,
ENTRADA[186], -1776,
ENTRADA[187], -2832,
ENTRADA[188], -3824,
ENTRADA[189], -4672,
ENTRADA[190], -5408,
ENTRADA[191], -6000,
ENTRADA[192], -6448,
ENTRADA[193], -6704,
ENTRADA[194], -6736,
ENTRADA[195], -6592,
ENTRADA[196], -6224,
ENTRADA[197], -5712,
ENTRADA[198], -5024,
ENTRADA[199], -4176,
ENTRADA[200], -3232,
ENTRADA[201], -2192,
ENTRADA[202], -1104,
ENTRADA[203], -32,
ENTRADA[204], 1056,
ENTRADA[205], 2032,
ENTRADA[206], 2960,
ENTRADA[207], 3680,
ENTRADA[208], 4304,
ENTRADA[209], 4768,
ENTRADA[210], 4960,
ENTRADA[211], 5008,
ENTRADA[212], 4864,
ENTRADA[213], 4496,
ENTRADA[214], 3984,
